file,model,table,measure,expression,description,formatString,lineageTag
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_ae,,Measure calculating skills reps with scores ae. Respects the current filter context.,,d00b3c0c-40a0-42f2-a50e-7f58f185ed2d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_am,,Measure calculating skills reps with scores am. Respects the current filter context.,,8f3e9f70-218f-4843-b48e-dd8c18cde905
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_sdr,,Measure calculating skills reps with scores sdr. Respects the current filter context.,,6d5fe4b3-0f8a-487f-bcc7-a753e42f0a0a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_ae_ratio,"divide([meas.skills_reps_with_scores_ae], [meas.skills_reps_ae])",Measure calculating skills reps with scores ae ratio. Respects the current filter context.,"#,##0 %",668d362a-d7e3-430d-8867-ad31b3b681b4
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_am_ratio,"divide([meas.skills_reps_with_scores_am], [meas.skills_reps_am])",Measure calculating skills reps with scores am ratio. Respects the current filter context.,"#,##0 %",5c94f6ed-4983-4678-863e-b985f9b4cb02
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_with_scores_sdr_ratio,"divide([meas.skills_reps_with_scores_sdr], [meas.skills_reps_sdr])",Measure calculating skills reps with scores sdr ratio. Respects the current filter context.,"#,##0 %",17ed8911-46ec-4ec9-adb1-4d608125f793
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_avg_confidence,,Average of skills reps avg confidence. Respects the current filter context.,"#,##0 %",e9183b16-608c-47e8-bc69-c50dc426301c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_score,,Measure calculating skills score. Respects the current filter context.,0,af4590d2-d509-4f80-b59e-27c5e9b5d673
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_score_text,"var score = ai_conf_skills_summary[meas.skills_score]
			var res = If (score >= 95, ""Excellent"", if(score >= 85,  ""Great"",If(score >= 75, ""Good"",If(score >= 50, ""Fair"", ""Limited"" ))))
			return  res",Measure calculating skills score text. Respects the current filter context.,,63c7c775-e60f-4f04-b029-ec93d854a252
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_ae,,Measure calculating skills reps ae. Respects the current filter context.,0,24e61aa4-cd45-425c-acc4-243126e7211c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_am,,Measure calculating skills reps am. Respects the current filter context.,0,ebcc592a-d4c5-4532-992a-244a19cec666
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\ai_conf_skills_summary.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,ai_conf_skills_summary,meas.skills_reps_sdr,,Measure calculating skills reps sdr. Respects the current filter context.,0,6d5819e0-7f6f-4b87-8462-1bd32318c431
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,meas.filter_string,"//var filter_start_table = topn(1, filter(cal_end_dates,[Date])) // ""01/01/2010""
			//var filter_start_val = ISFILTERED(cal_end_dates[Date]) //  min(filter_start_table[Date])
			var max_filters =3
			var date_str =  ""Date: "" & Min(cal_end_dates[Date])  & "" - "" &  Max(cal_end_dates[Date])
			
			var user_role_str = IF ( 
			    ISFILTERED ( users[trueai_user_role]), 
			    VAR ___f = FILTERS ( users[trueai_user_role] ) 
			    VAR ___r = COUNTROWS ( ___f ) 
			    VAR ___t = TOPN ( max_filters, ___f, users[trueai_user_role] )
			    VAR ___d = CONCATENATEX ( ___t, users[trueai_user_role], "", "" )
			    VAR ___x = ""Role: "" & ___d & IF(___r > max_filters, "", ... ["" & ___r & "" items selected]"") & "" "" 
			    RETURN ___x , ""Role: All""
			)
			
			var group_str = IF ( 
			    ISFILTERED ( users[trueai_group]), 
			    VAR ___f = FILTERS ( users[trueai_group] ) 
			    VAR ___r = COUNTROWS ( ___f ) 
			    VAR ___t = TOPN ( max_filters, ___f, users[trueai_group] )
			    VAR ___d = CONCATENATEX ( ___t, users[trueai_group], "", "" )
			    VAR ___x = ""Group: "" & ___d & IF(___r > max_filters, "", ... ["" & ___r & "" items selected]"") & "" "" 
			    RETURN ___x , ""Group: All""
			)
			
			
			
			
			var res =  date_str & ""  |  "" & user_role_str & "" | ""  &  group_str
			return res",Measure calculating filter string. Respects the current filter context.,,203cf28c-7376-4634-a106-b86acd188d74
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,meas.data_asof,"//""Data last processed on: "" & calculate(max(leads[_sys_as_of]))",Measure calculating data asof. Respects the current filter context.,0,45ef1e74-2032-4fab-8fcc-e9b422fa3e4c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,meas.last_year_full,,Measure calculating last year full. Respects the current filter context.,0,a32c0d45-f0d4-4361-bb6b-0b48af7d7861
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,meas.context_min,,Measure calculating context min. Respects the current filter context.,General Date,1148b606-5a63-49e5-b97e-960f5897841b
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\cal_end_dates.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,cal_end_dates,meas.context_max,,Measure calculating context max. Respects the current filter context.,General Date,57062494-3508-4371-b498-92dfb39f703e
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_company_name,,Measure calculating companies history company name. Respects the current filter context.,,5b8eac35-de2c-4fc7-8014-ce02ee6e4ef6
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_name,,Measure calculating companies history name. Respects the current filter context.,,09dd8713-695f-47e0-94a1-8e2c3392c459
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_currency,,Measure calculating companies history currency. Respects the current filter context.,,e8b0f400-1e32-4b6c-99a6-b8304f04cfce
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_reference_date,,Measure calculating companies history reference date. Respects the current filter context.,General Date,f061d370-73a7-434c-8ddd-554bd136fc53
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_partner_product_name,,Measure calculating companies history partner product name. Respects the current filter context.,,c3c2d16b-301f-45f9-9305-fca149b228b9
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_partner_co_id,,Measure calculating companies history partner co id. Respects the current filter context.,,c148aad7-3977-4979-aa3e-698e2541ed2d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_partner_base64_logo,,Measure calculating companies history partner base64 logo. Respects the current filter context.,,6e54ee1e-5ea6-4f37-9dd7-d08c63bed69d
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_copyright_msg,,Measure calculating companies history copyright msg. Respects the current filter context.,,5bbbecfd-9513-487d-b387-f0a1a4cfd8aa
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_partner_name,,Measure calculating companies history partner name. Respects the current filter context.,,874df31d-3ccc-489e-841e-b5f0c168df71
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.company_history_trueai_platform_version,,Measure calculating company history trueai platform version. Respects the current filter context.,,d5ecee53-1927-44f6-a8f4-87316921136a
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.company_history_as_of,CALCULATE(MAX(companies_history[_sys_as_of])),Measure calculating company history as of. Respects the current filter context.,General Date,a296e835-1103-44d7-aff5-1b360278389c
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_processed_asof,,Measure calculating companies history processed asof. Respects the current filter context.,General Date,d83c44dc-bedd-4a5c-9895-beb99f3f7514
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.getFiscalYearOffset,"var coid = MAX(companies_history[_sys_co_id])
			var res = SWITCH(
			    coid, 
			    ""lcthssgov24100712"", 6,
			    ""trtxfzjvt24100813"", 6,
			    0
			)
			return 
			res",Measure calculating getfiscalyearoffset. Respects the current filter context.,0,49722341-8ebe-411b-8959-d11f0acc3d31
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.fiscal_year_contional_text,"VAR txt = [meas.getFiscalYearOffset]                // get the offset
			
			var res  = IF(
			    txt = 0, 
			    ""Year"",
			    ""Fiscal Year""
			)
			RETURN
			res",Measure calculating fiscal year contional text. Respects the current filter context.,,ca2b9342-b718-4a5c-8f1f-78959b35b5b1
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_existing_customer_selling_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_existing_customer_selling_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the existing customer selling  auc filtered with latest date
			RETURN res",Measure calculating companies history existing customer selling auc. Respects the current filter context.,,eeb3fd3e-ddb8-4ae6-96d9-7bf61aedff47
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_prospecting_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_prospecting_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the prospecting  auc filtered with latest date
			RETURN res",Measure calculating companies history prospecting auc. Respects the current filter context.,,79ec4c39-2b31-4ff8-b64d-0536867136ff
powerbi\src\Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel\definition\tables\companies_history.tmdl,Dataset - Azure Data Lake - Automatic Data Enhancement.SemanticModel,companies_history,meas.companies_history_post_sales_support_auc,"var latestDate = CALCULATE(MAX(companies_history[_sys_filt_end_date])) // getting the maximum date
			var res =  CALCULATE(MAX(companies_history[di_pred_post_sales_auc]), companies_history[_sys_filt_end_date]=latestDate) // get the existing customer selling  auc filtered with latest date
			RETURN res",Measure calculating companies history post sales support auc. Respects the current filter context.,,41ae2f93-b987-4e4b-bc6e-b66c0f77f98c
